time,latitude,longitude,depth,mag,net
2014-03-30T07:56:41.000Z,58.75,-137.6819,15.4,1.5,ak
2014-03-30T07:43:54.150Z,33.911,-117.9325,1.91,1.83,ci
2014-03-30T07:41:39.000Z,62.2536,-151.2613,83.9,2,ak
2014-03-30T07:31:52.750Z,33.9,-117.9613333,2.18,1.1,ci
2014-03-30T07:29:35.000Z,67.4985,-166.3543,14.6,2.6,ak
2014-03-30T07:01:33.600Z,44.7928,-110.67,3.8,2.4,uu
2014-03-30T06:59:58.700Z,44.7743,-110.6915,3,1.9,uu
2014-03-30T06:59:29.150Z,36.1223,-97.6354,5.18,3.3,us
2014-03-30T06:57:24.000Z,60.1368,-152.5667,92.7,1.3,ak
2014-03-30T06:52:17.360Z,33.6391667,-116.7576667,13.28,1.25,ci
2014-03-30T06:51:56.400Z,36.1418,-97.5916,5,4.3,us
2014-03-30T06:48:52.700Z,44.789,-110.6815,1.9,1.7,uu
2014-03-30T06:47:56.900Z,44.7813,-110.6852,3.3,1.5,uu
2014-03-30T06:47:31.600Z,19.3873,-155.2782,2.5,1.8,hv
2014-03-30T06:39:48.000Z,64.8889,-148.6328,13.7,0.8,ak
2014-03-30T06:37:44.320Z,36.1447,-97.6182,4.29,3.5,us
2014-03-30T06:35:31.540Z,33.1941667,-116.7103333,11.1,0.94,ci
2014-03-30T06:31:50.060Z,33.9093333,-117.9411667,1.5,2.82,ci
2014-03-30T06:25:36.000Z,17.825,-66.8936,5,1.6,pr
2014-03-30T06:25:09.000Z,64.903,-148.6014,13.4,0.5,ak
2014-03-30T06:23:48.500Z,44.7872,-110.676,4.1,3,uu
2014-03-30T06:17:31.470Z,33.908,-117.9475,1.75,3.12,ci
2014-03-30T06:14:29.000Z,54.1109,-164.6343,53.6,2.1,ak
2014-03-30T06:03:41.700Z,38.8232,-122.7998,2.1,1.2,nc
2014-03-30T06:02:38.890Z,-40.5565,-91.5526,10,4.6,us
2014-03-30T06:02:12.000Z,60.8983,-151.997,99.9,1.7,ak
2014-03-30T05:58:27.400Z,38.821,-122.8215,3.3,0.6,nc
2014-03-30T05:53:53.400Z,33.8993333,-117.9521667,1.83,1.68,ci
2014-03-30T05:51:22.790Z,33.903,-117.9495,1.79,3.3,ci
2014-03-30T05:49:29.930Z,35.4968,-97.2335,8.45,2.6,us
2014-03-30T05:46:12.570Z,36.0895,-117.9043333,3.74,1.2,ci
2014-03-30T05:45:50.000Z,63.4304,-147.6362,6,1.3,ak
2014-03-30T05:43:02.000Z,38.8138,-122.8127,3.2,0.9,nc
2014-03-30T05:33:21.120Z,33.8991667,-117.9628333,2.04,1.29,ci
2014-03-30T05:24:24.100Z,38.8328,-122.7738,2.5,1.3,nc
2014-03-30T05:23:00.820Z,33.9326667,-117.9141667,4.27,2.44,ci
2014-03-30T05:22:11.890Z,33.6413333,-116.722,16,0.7,ci
2014-03-30T05:21:42.000Z,62.2372,-150.2131,20,1.1,ak
2014-03-30T05:21:07.900Z,38.8685,-122.9795,5.9,2,nc
2014-03-30T05:20:12.000Z,60.6314,-147.5693,19,1.4,ak
2014-03-30T05:18:09.510Z,33.6395,-116.7228333,15.82,1.08,ci
2014-03-30T05:17:29.470Z,33.9548333,-117.9011667,6.32,1.48,ci
2014-03-30T05:15:15.920Z,39.1518333,-123.6043333,6.49,1.88,nc
2014-03-30T05:11:28.740Z,36.0981667,-118.0623333,0.02,0.59,ci
2014-03-30T05:11:09.000Z,38.8218,-122.7642,2.3,1.1,nc
2014-03-30T05:10:12.000Z,60.05,-152.1933,35.4,1.5,ak
2014-03-30T05:06:33.650Z,33.9006667,-117.9546667,2.44,2.53,ci
2014-03-30T05:02:36.000Z,60.647,-151.3528,77,1.7,ak
2014-03-30T05:00:07.780Z,33.9456667,-117.9065,5.11,2.35,ci
2014-03-30T04:49:14.200Z,38.8143,-122.813,3.1,1,nc
2014-03-30T04:47:08.600Z,38.8147,-122.813,3.1,0.9,nc
2014-03-30T04:43:55.000Z,61.1503,-147.0083,2.8,1.6,ak
2014-03-30T04:41:42.830Z,33.9521667,-117.9096667,6.37,1.23,ci
2014-03-30T04:40:53.000Z,61.4414,-149.7669,31.2,1.8,ak
2014-03-30T04:39:18.000Z,62.2165,-151.134,66.8,1.6,ak
2014-03-30T04:35:38.450Z,33.6388333,-116.7576667,13.51,1.01,ci
2014-03-30T04:35:12.550Z,-19.9431,-71.014,14.84,4.2,us
2014-03-30T04:10:11.880Z,33.911,-117.9358333,3.89,2.25,ci
2014-03-30T04:09:39.690Z,33.9155,-117.9461667,6.13,1.36,ci
2014-03-30T03:55:33.980Z,36.1453,-97.6252,5,3.5,us
2014-03-30T03:48:20.870Z,33.9118333,-117.9258333,1.7,2.59,ci
2014-03-30T03:46:28.280Z,33.8021667,-116.9383333,11.15,0.33,ci
2014-03-30T03:46:24.670Z,33.6863333,-116.7945,18.54,0.41,ci
2014-03-30T03:45:51.700Z,38.7983,-122.7447,2.2,0.6,nc
2014-03-30T03:35:10.000Z,60.9536,-151.1725,41.6,1.4,ak
2014-03-30T03:25:33.000Z,61.1074,-151.1611,77.2,1.2,ak
2014-03-30T03:23:35.070Z,35.7615,140.2026,61.38,4.5,us
2014-03-30T03:17:47.000Z,62.0498,-149.185,19.1,2.3,ak
2014-03-30T03:15:57.280Z,36.0356667,-117.7691667,2.14,0.19,ci
2014-03-30T03:15:17.700Z,39.1528,-123.5872,4.5,2.3,nc
2014-03-30T03:08:31.290Z,35.4979,-97.224,6.08,3.7,us
2014-03-30T03:06:50.000Z,62.476,-148.8631,42.8,0.6,ak
2014-03-30T03:03:02.300Z,34.923,-119.0558333,21.8,1.35,ci
2014-03-30T02:57:07.000Z,51.2337,-179.9242,56.9,2.8,ak
2014-03-30T02:54:50.300Z,33.9398333,-117.9385,4.8,1.12,ci
2014-03-30T02:48:19.000Z,62.1805,-147.645,30.8,0.9,ak
2014-03-30T02:44:45.890Z,-20.004,-71.0066,14.2,4.6,us
2014-03-30T02:37:11.890Z,33.8658333,-116.6385,13.89,0.78,ci
2014-03-30T02:27:28.200Z,19.3978,-155.28,2,0.5,hv
2014-03-30T02:20:04.000Z,53.073,-161.6007,20,3.2,ak
2014-03-30T02:16:02.000Z,60.9263,-151.7132,85.9,1,ak
2014-03-30T02:13:24.700Z,19.2035,-67.1047,26,2.7,pr
2014-03-30T02:07:09.400Z,38.792,-122.7567,2.5,0.5,nc
2014-03-30T01:45:34.250Z,36.0131667,-117.5385,3.18,1.38,ci
2014-03-30T01:42:54.600Z,36.1358,-89.386,6,1.6,nm
2014-03-30T01:41:04.600Z,40.1957,-121.0573,5,1.8,nc
2014-03-30T01:39:21.440Z,36.0126667,-117.5403333,4.43,0.88,ci
2014-03-30T01:34:27.040Z,33.9328333,-117.9175,4.04,1.74,ci
2014-03-30T01:32:54.000Z,62.2192,-151.2281,83.2,4.7,ak
2014-03-30T01:30:46.900Z,33.9265,-117.8988333,4.35,1.27,ci
2014-03-30T01:29:42.670Z,34.1195,-118.484,9.17,1.4,ci
2014-03-30T01:17:07.500Z,38.8105,-122.7922,3.5,0.5,nc
2014-03-30T01:15:12.530Z,33.6643333,-116.7693333,15.29,0.42,ci
2014-03-30T01:11:23.150Z,-14.1114,-75.9177,10,4.6,us
2014-03-30T01:09:22.460Z,33.5118333,-116.4711667,10.39,1.32,ci
2014-03-30T01:09:00.000Z,60.7226,-151.9119,94.8,2,ak
2014-03-30T01:03:38.000Z,44.8005,-110.6208,3,1.7,uu
2014-03-30T00:58:18.790Z,34.1188333,-118.4888333,9.36,2.04,ci
2014-03-30T00:55:14.300Z,33.9028333,-117.9533333,2.12,1.85,ci
2014-03-30T00:48:35.672Z,39.6745,-119.6912,9.899,0.28,nn
2014-03-30T00:41:57.000Z,63.503,-148.0863,0,1.4,ak
2014-03-30T00:24:09.670Z,33.9523333,-117.905,6.81,1.5,ci
2014-03-30T00:22:56.400Z,37.9743,-122.0587,14.5,1.3,nc
2014-03-30T00:21:44.000Z,61.7098,-151.9337,99.4,1.3,ak
2014-03-30T00:20:29.210Z,-19.7405,-70.8438,22.09,4.9,us
2014-03-30T00:03:47.450Z,33.949,-117.915,6.26,1.03,ci
2014-03-29T23:49:12.600Z,19.3895,-155.2793,2.5,0.4,hv
2014-03-29T23:41:53.420Z,36.0093333,-117.5345,6.02,0.75,ci
2014-03-29T23:41:22.470Z,33.9471667,-117.9155,6.95,1.16,ci
2014-03-29T23:35:50.600Z,19.3862,-155.2782,2.5,2.6,hv
2014-03-29T23:35:39.800Z,19.386,-155.2797,2.8,1.8,hv
2014-03-29T23:27:41.070Z,33.489,-116.4825,16.33,1.1,ci
2014-03-29T23:27:34.020Z,33.4518333,-116.8928333,5.26,0.58,ci
2014-03-29T23:26:31.580Z,33.9053333,-117.9328333,2.33,1.46,ci
2014-03-29T23:23:07.000Z,64.8839,-148.6508,16.1,1.2,ak
2014-03-29T23:13:27.720Z,33.6893333,-116.7956667,16.37,0.83,ci
2014-03-29T23:11:27.900Z,38.8093,-122.8138,2.3,1.3,nc
2014-03-29T23:02:55.130Z,33.9568333,-117.9133333,7.15,1.12,ci
2014-03-29T23:00:19.330Z,33.9618333,-117.8945,8.47,2.17,ci
2014-03-29T22:53:11.900Z,38.8147,-122.8213,3.3,0.4,nc
2014-03-29T22:49:09.000Z,53.502,-165.0402,33.2,2.4,ak
2014-03-29T22:40:57.000Z,62.8336,-148.8351,13.7,0.2,ak
2014-03-29T22:15:40.630Z,33.9665,-116.9095,8.04,0.89,ci
2014-03-29T22:09:44.900Z,37.595,-119.01,3.8,0.3,nc
2014-03-29T22:05:21.830Z,33.9048333,-117.9448333,2.04,1.29,ci
2014-03-29T21:58:05.300Z,34.0301667,-116.316,9.04,1.3,ci
2014-03-29T21:54:06.720Z,33.473,-116.4418333,14.67,0.71,ci
2014-03-29T21:54:06.670Z,33.9533333,-117.9095,6.5,1.42,ci
2014-03-29T21:53:03.090Z,33.9076667,-117.9586667,4.46,1.28,ci
2014-03-29T21:48:30.940Z,38.8030014,-122.7703323,1.89,0.88,nc
2014-03-29T21:45:56.000Z,38.8033,-122.7682,1.5,1.2,nc
2014-03-29T21:44:32.000Z,64.6233,-146.7494,14.2,1.2,ak
2014-03-29T21:39:57.000Z,52.0487,-173.9604,83.7,1.8,ak
2014-03-29T21:36:12.700Z,33.9643,-117.8863,2,2.1,ci
2014-03-29T21:35:47.550Z,33.9225,-117.9313333,2.76,1.7,ci
2014-03-29T21:34:19.200Z,35.494,-97.249,6.6,2.7,us
2014-03-29T21:32:45.930Z,33.9613333,-117.8923333,9.42,4.14,ci
2014-03-29T21:26:34.000Z,63.0863,-149.77,85.2,1.8,ak
2014-03-29T21:14:47.000Z,61.2245,-147.048,3.4,2.1,ak
2014-03-29T21:14:17.300Z,46.1987,-122.191,3.3,0.7,uw
2014-03-29T21:11:58.000Z,49.3782,-120.5102,0,2.2,uw
2014-03-29T21:09:33.900Z,46.1353,-122.1738,5.3,0.1,uw
2014-03-29T21:06:10.000Z,57.6328,-154.8818,76.9,2,ak
2014-03-29T20:59:04.440Z,33.2388333,-115.6575,0.07,1.38,ci
2014-03-29T20:54:59.800Z,36.409,-89.5308,8.3,0.8,nm
2014-03-29T20:50:25.990Z,33.7601667,-117.5165,2.1,1.92,ci
2014-03-29T20:47:08.910Z,-0.4562,132.8837,35,4.8,us
2014-03-29T20:37:07.000Z,64.3972,-149.8143,23.9,0.6,ak
2014-03-29T20:28:33.000Z,60.5798,-148.4448,7.4,1.4,ak
2014-03-29T20:28:27.860Z,32.8471667,-116.1476667,7.49,2.21,ci
2014-03-29T20:26:57.000Z,59.093,-138.0348,0.6,1.7,ak
2014-03-29T20:26:54.210Z,32.8496667,-116.1361667,7.66,0.95,ci
2014-03-29T20:16:57.460Z,33.9261667,-117.9228333,4.8,1.95,ci
2014-03-29T20:14:56.180Z,33.9321667,-117.9203333,3.18,1.36,ci
2014-03-29T20:05:41.000Z,57.6959,-155.904,2,1.6,ak
2014-03-29T20:03:23.000Z,63.2044,-151.4315,11.4,0.8,ak
2014-03-29T19:31:32.740Z,34.3921667,-119.9385,9.34,1.73,ci
2014-03-29T19:30:47.000Z,63.4427,-148.8424,9.9,0.5,ak
2014-03-29T19:18:04.100Z,45.5782,26.4271,135.7,4.7,us
2014-03-29T19:17:05.600Z,18.3925,-65.9489,122,3.1,pr
2014-03-29T19:15:06.210Z,38.8359985,-122.8078308,2.58,0.56,nc
2014-03-29T19:14:26.000Z,63.2554,-150.4481,116.9,1.2,ak
2014-03-29T19:09:03.000Z,63.1582,-150.7532,128.1,2,ak
2014-03-29T19:03:20.100Z,38.8238,-122.8252,3,0.6,nc
2014-03-29T18:55:11.900Z,18.8215,-65.1488,48,2.4,pr
2014-03-29T18:52:08.200Z,37.6268,-118.9292,9.6,0.8,nc
2014-03-29T18:51:48.800Z,38.8057,-122.7905,1.3,1,nc
2014-03-29T18:48:03.000Z,19.397,-155.2748,2.8,2.1,hv
2014-03-29T18:47:46.300Z,19.3925,-155.2797,2.4,0.5,hv
2014-03-29T18:46:47.000Z,61.9914,-148.3121,29.6,0.9,ak
2014-03-29T18:46:08.010Z,-61.9121,161.6725,14.88,4.8,us
2014-03-29T18:45:36.000Z,60.1082,-151.3172,65.5,1.5,ak
2014-03-29T18:38:53.300Z,38.7997,-122.7392,1.8,0.6,nc
2014-03-29T18:29:56.160Z,33.6866667,-116.7948333,17.58,1.22,ci
2014-03-29T18:29:39.000Z,61.326,-151.5918,76.7,1.7,ak
2014-03-29T18:10:03.970Z,33.9091667,-117.9441667,2.11,1.78,ci
2014-03-29T18:07:35.580Z,33.9011667,-117.943,2.3,2.13,ci
2014-03-29T18:03:35.340Z,35.9343333,-117.169,0.01,0.82,ci
2014-03-29T18:00:59.000Z,60.2451,-153.0653,127.2,1.5,ak
2014-03-29T17:49:15.000Z,59.1271,-150.7114,51,1.9,ak
2014-03-29T17:42:52.640Z,34.0278333,-117.1526667,17.4,1.12,ci
2014-03-29T17:41:18.040Z,33.9038333,-117.9418333,2.68,2.13,ci
2014-03-29T17:38:58.310Z,33.9221667,-117.9276667,3.79,1.73,ci
2014-03-29T17:38:36.550Z,36.9251667,-121.5558333,6.43,0.65,nc
2014-03-29T17:32:56.000Z,59.4563,-153.181,111.7,1.8,ak
2014-03-29T17:29:12.260Z,33.6433333,-116.7543333,13.39,0.67,ci
2014-03-29T17:25:47.500Z,38.8233,-122.7645,2.7,0.5,nc
2014-03-29T17:22:56.100Z,38.8212,-122.8302,3.5,0.3,nc
2014-03-29T17:18:24.420Z,33.6438333,-116.754,13.3,0.98,ci
2014-03-29T17:17:18.200Z,33.6385,-116.758,13.1,2.44,ci
2014-03-29T17:16:55.000Z,61.0498,-152.4278,120.8,1.5,ak
2014-03-29T17:11:41.400Z,35.493,-97.246,7,2.7,us
2014-03-29T17:05:49.730Z,33.9028333,-117.9608333,2.63,1.66,ci
2014-03-29T16:57:16.000Z,62.3342,-152.0772,103.2,1.4,ak
2014-03-29T16:56:18.850Z,35.4849,-97.2514,7.44,2.4,us
2014-03-29T16:55:26.000Z,63.1141,-150.8243,119.5,1,ak
2014-03-29T16:42:26.710Z,48.1686,154.6818,61.29,4.4,us
2014-03-29T16:29:16.140Z,33.899,-117.9646667,1.62,1.53,ci
2014-03-29T16:27:38.800Z,33.9,-117.9688,1.6,1.4,ci
2014-03-29T16:24:46.370Z,30.874,110.777,15.76,5.1,us
2014-03-29T16:24:17.732Z,37.4572,-116.6202,7.2479,0.03,nn
2014-03-29T16:02:06.050Z,33.9038333,-117.9551667,3.84,3.42,ci
2014-03-29T15:58:02.590Z,33.9031667,-117.968,4.18,2.05,ci
2014-03-29T15:30:05.640Z,36.014,-117.5245,6.75,0.52,ci
2014-03-29T15:29:27.720Z,33.906,-117.9473333,5.22,1.19,ci
2014-03-29T15:27:31.300Z,36.5535,-121.0567,9.2,1.4,nc
2014-03-29T15:21:06.380Z,32.6575,-115.5,1.04,1.62,ci
2014-03-29T15:19:00.860Z,33.6896667,-116.7433333,18.2,0.52,ci
2014-03-29T15:14:29.100Z,46.8465,-121.7618,2,1.2,uw
2014-03-29T15:11:19.900Z,33.9015,-117.9548333,0.63,1.7,ci
2014-03-29T15:11:01.000Z,52.4636,-174.5551,225.1,2.6,ak
2014-03-29T15:10:45.600Z,33.901,-117.9583333,2.07,1.79,ci
2014-03-29T15:07:15.500Z,46.8463,-121.7648,3.5,0,uw
2014-03-29T15:07:10.200Z,46.8472,-121.7648,3.4,-0.7,uw
2014-03-29T14:58:03.000Z,59.7731,-152.4611,89.3,1.7,ak
2014-03-29T14:53:49.900Z,33.8988,-117.9503,1,2.3,ci
2014-03-29T14:53:18.300Z,33.8927,-117.9673,0.5,1.3,ci
2014-03-29T14:48:13.020Z,33.8988333,-117.9626667,3.9,2.44,ci
2014-03-29T14:46:01.000Z,61.1761,-149.7599,38.8,0.9,ak
2014-03-29T14:37:18.920Z,33.9153333,-117.9306667,4.69,1.39,ci
2014-03-29T14:36:55.500Z,36.1095,-118.0707,0.3,1.6,ci
2014-03-29T14:24:25.700Z,33.9238,-117.9083,4.8,1.3,ci
2014-03-29T14:19:22.800Z,38.7937,-122.7578,1.3,1.2,nc
2014-03-29T14:15:05.170Z,36.1031667,-118.0805,5.6,0.77,ci
2014-03-29T14:07:19.000Z,62.1824,-152.1904,108.4,1.2,ak
2014-03-29T13:54:02.100Z,34.1957,-117.6122,2.9,1.1,ci
2014-03-29T13:46:33.000Z,56.2139,-156.4195,62.5,3,ak
2014-03-29T13:37:37.000Z,59.851,-153.185,129.2,2,ak
2014-03-29T13:34:47.500Z,33.742,-116.0393,5.1,1.3,ci
2014-03-29T13:32:27.000Z,51.3222,-178.9916,10.5,2.3,ak
2014-03-29T13:26:08.200Z,33.9152,-117.9418,2.5,1.4,ci
2014-03-29T13:20:21.000Z,61.3161,-149.6666,30.9,0.9,ak
2014-03-29T13:14:45.400Z,44.803,-110.7782,3.5,0.3,uu
2014-03-29T13:10:58.900Z,19.4287,-154.88,1.1,2.3,hv
2014-03-29T12:54:07.000Z,33.9085,-117.9418,1.4,1.3,ci
2014-03-29T12:43:00.200Z,33.9223,-117.9352,2.6,1.3,ci
2014-03-29T12:36:48.160Z,35.4949,-97.2438,5,2.7,us
2014-03-29T12:29:16.000Z,61.9342,-149.5126,40.5,1.2,ak
2014-03-29T12:25:44.500Z,33.9088,-117.9378,1,1.4,ci
2014-03-29T12:17:02.400Z,33.9888,-116.9548,16.5,1,ci
2014-03-29T12:13:38.000Z,62.8303,-148.8312,14.5,0.2,ak
2014-03-29T12:04:27.510Z,33.9301667,-117.9181667,4.65,2.51,ci
2014-03-29T11:53:16.800Z,33.9103,-117.9407,3.5,1.2,ci
2014-03-29T11:52:57.000Z,60.1184,-139.5185,10.6,1.1,ak
2014-03-29T11:47:44.080Z,36.0436667,-117.8023333,0.38,0.07,ci
2014-03-29T11:47:15.800Z,38.8343,-122.7722,2.8,0.8,nc
2014-03-29T11:42:11.100Z,33.8966667,-117.9611667,2.02,1.4,ci
2014-03-29T11:38:00.000Z,19.1095,-67.685,24,2.1,pr
2014-03-29T11:37:55.300Z,37.529,-113.1087,13.4,1.1,uu
2014-03-29T11:35:17.020Z,0.9335,132.9583,16.11,4.5,us
2014-03-29T11:32:35.100Z,33.9252,-117.9292,2.1,1.4,ci
2014-03-29T11:29:41.200Z,33.9322,-117.9168,3.6,1.3,ci
2014-03-29T11:29:40.500Z,36.7962,-121.3327,8.5,0.6,nc
2014-03-29T11:29:08.300Z,33.9165,-117.9318,2.5,1,ci
2014-03-29T11:27:14.700Z,36.5996,-89.3707,4.6,2,nm
2014-03-29T11:22:57.900Z,33.7638,-117.5152,1.3,2.4,ci
2014-03-29T11:18:17.600Z,18.7119,-65.0726,73,2.5,pr
2014-03-29T11:15:25.770Z,33.9036667,-117.9635,1.89,1.79,ci
2014-03-29T11:15:02.900Z,33.7508,-115.9347,3.8,1.5,ci
2014-03-29T11:10:59.600Z,35.4792,-118.3052,4.4,1.8,ci
2014-03-29T11:09:25.000Z,63.353,-147.2564,12.8,0.8,ak
2014-03-29T11:06:12.400Z,33.9397,-117.9075,2.5,1.7,ci
2014-03-29T11:03:24.020Z,33.9175,-117.934,2.71,1.57,ci
2014-03-29T11:01:55.100Z,33.9188,-117.9218,4.5,1.4,ci
2014-03-29T10:57:53.800Z,19.0345,-67.6354,26,3.1,pr
2014-03-29T10:55:15.700Z,44.582,-114.3021,8.5,2.1,mb
2014-03-29T10:53:45.000Z,61.9872,-143.7051,7.1,1.1,ak
2014-03-29T10:49:45.000Z,63.0647,-150.7906,116.5,1.8,ak
2014-03-29T10:48:26.000Z,33.929,-117.9177,2.6,1.5,ci
2014-03-29T10:46:59.360Z,33.8985,-117.954,2.67,1.08,ci
2014-03-29T10:41:54.200Z,38.7858,-122.7377,1.9,1,nc
2014-03-29T10:41:42.000Z,61.205,-147.0858,5.5,1.6,ak
2014-03-29T10:38:58.510Z,33.935,-117.925,3.75,1.38,ci
2014-03-29T10:31:51.800Z,33.9112,-117.9437,0.9,2.8,ci
2014-03-29T10:30:57.000Z,61.2355,-147.0616,6.6,1.7,ak
2014-03-29T10:29:44.290Z,34.1041667,-116.9536667,5.87,0.76,ci
2014-03-29T10:27:04.000Z,61.8992,-150.0162,45.3,1.2,ak
2014-03-29T10:23:52.300Z,33.9078333,-117.9505,2.36,1.63,ci
2014-03-29T10:13:46.300Z,38.803,-122.8225,2.9,1,nc
2014-03-29T10:13:45.000Z,63.1338,-149.1219,79.9,1.3,ak
2014-03-29T10:10:42.000Z,59.6951,-153.4789,117.7,1.8,ak
2014-03-29T10:07:58.770Z,33.923,-117.9211667,3.41,1.88,ci
2014-03-29T10:05:40.060Z,38.8704987,-122.975502,4.28,1.39,nc
2014-03-29T10:02:48.000Z,-20.023,-70.788,31.1,4.4,us
2014-03-29T10:00:54.810Z,33.9061667,-117.9353333,1.46,1.16,ci
2014-03-29T09:56:29.600Z,44.5748,-114.307,8.3,2.2,mb
2014-03-29T09:55:34.000Z,65.03,-147.8813,6.1,0.5,ak
2014-03-29T09:54:43.050Z,33.9393333,-117.9156667,4.17,1.23,ci
2014-03-29T09:53:20.730Z,36.0338333,-117.7721667,1.21,0.16,ci
2014-03-29T09:49:41.080Z,33.9056667,-117.9543333,3.38,2.59,ci
2014-03-29T09:48:05.610Z,33.9363333,-117.9031667,3.8,0.94,ci
2014-03-29T09:46:27.370Z,33.9435,-117.9258333,3.48,0.97,ci
2014-03-29T09:46:01.130Z,33.9338333,-117.9128333,3.47,1.54,ci
2014-03-29T09:41:31.050Z,33.901,-117.9511667,2.06,1.95,ci
2014-03-29T09:38:35.850Z,33.8971667,-117.9656667,1.98,1.21,ci
2014-03-29T09:38:29.800Z,38.8656667,-122.9816667,5.51,1.69,nc
2014-03-29T09:31:34.870Z,33.8971667,-117.951,1.95,1.51,ci
2014-03-29T09:26:26.440Z,36.709,-121.1666667,6.23,0.86,nc
2014-03-29T09:25:43.190Z,33.9035,-117.9548333,1.85,1.13,ci
2014-03-29T09:11:33.192Z,37.1168,-116.985,8.1592,0.05,nn
2014-03-29T09:01:51.500Z,44.5601,-114.298,8.4,2.1,mb
2014-03-29T09:00:48.000Z,63.4014,-147.3031,2.2,1.1,ak
2014-03-29T08:58:51.000Z,62.3816,-149.1202,10.9,0.5,ak
2014-03-29T08:56:12.900Z,44.5753,-114.3085,8.6,2.5,mb
2014-03-29T08:54:55.000Z,62.5295,-149.4996,58.2,2,ak
2014-03-29T08:51:22.640Z,33.912,-117.9385,2.26,1.14,ci
2014-03-29T08:47:49.000Z,60.3144,-140.692,14.5,1.3,ak
2014-03-29T08:41:02.080Z,33.902,-117.9455,1.51,0.97,ci
2014-03-29T08:40:37.630Z,33.9003333,-117.9588333,1.39,0.89,ci
2014-03-29T08:40:01.120Z,33.8973333,-117.9495,1.18,1.14,ci
2014-03-29T08:39:48.900Z,36.248,-120.8115,7.2,1.3,nc
2014-03-29T08:37:49.000Z,60.4104,-150.8472,54.8,1.3,ak
2014-03-29T08:35:32.000Z,53.3826,-163.2589,26.3,2.7,ak
2014-03-29T08:31:00.080Z,35.8581667,-117.7113333,10.29,0.79,ci
2014-03-29T08:30:37.900Z,36.3412,-120.9157,7,1.3,nc
2014-03-29T08:27:31.790Z,32.6601667,-115.7306667,7.74,1.23,ci
2014-03-29T08:26:41.540Z,33.9093333,-117.9451667,1.99,2.26,ci
2014-03-29T08:25:11.000Z,62.9891,-149.6694,79.2,1.1,ak
2014-03-29T08:23:54.180Z,33.899,-117.9591667,2.72,1.67,ci
2014-03-29T08:23:12.340Z,33.9168333,-117.931,1.55,1.29,ci
2014-03-29T08:19:54.000Z,63.1373,-151.368,3.1,0.9,ak
2014-03-29T08:14:34.500Z,40.3053,-124.4922,9.5,2.4,nc
2014-03-29T08:03:46.030Z,33.9325,-117.9026667,3.66,1.15,ci
2014-03-29T08:02:27.780Z,33.4883333,-116.4941667,15.03,0.33,ci
2014-03-29T07:59:52.030Z,33.8993333,-117.9566667,2.2,1.26,ci
2014-03-29T07:55:37.800Z,38.7953,-122.757,1,1.2,nc
2014-03-29T07:54:56.600Z,38.7908,-122.7562,2.9,0.6,nc
2014-03-29T07:50:41.330Z,33.8931667,-117.9621667,1.91,1.39,ci
2014-03-29T07:48:57.000Z,38.8242,-122.8433,2.5,0.9,nc
2014-03-29T07:46:49.600Z,-0.866,-21.9146,8.51,5.8,us
2014-03-29T07:46:12.050Z,33.9065,-117.9581667,1.66,1.59,ci
2014-03-29T07:45:55.090Z,33.937,-117.9123333,4.4,1.27,ci
2014-03-29T07:44:01.100Z,38.8375,-122.8095,2.4,0.6,nc
2014-03-29T07:42:49.510Z,33.8996667,-117.9555,3.39,1.47,ci
2014-03-29T07:41:17.200Z,19.3408,-155.2143,6.7,1.8,hv
2014-03-29T07:39:47.180Z,40.9762,143.3833,23.81,4.9,us
2014-03-29T07:39:22.750Z,33.9243333,-117.9076667,2.41,0.94,ci
2014-03-29T07:35:07.020Z,33.177,-115.6046667,2.73,1.45,ci
2014-03-29T07:33:38.500Z,46.8502,-121.7565,4.1,-0.4,uw
2014-03-29T07:32:28.400Z,48.5602,-122.209,0,0.9,uw
2014-03-29T07:32:15.400Z,33.9188333,-117.9235,3.69,1.1,ci
2014-03-29T07:29:33.800Z,38.8328,-122.7995,2.7,0.9,nc
2014-03-29T07:27:15.050Z,37.4013333,-122.245,8.92,0.7,nc
2014-03-29T07:25:04.380Z,33.9165,-117.926,2.81,1,ci
2014-03-29T07:19:35.000Z,53.8723,-166.4625,91.2,3.2,ak
2014-03-29T07:19:03.000Z,63.1898,-151.4251,11,0.9,ak
2014-03-29T07:17:27.670Z,33.9243333,-117.9178333,1.31,2.39,ci
2014-03-29T07:09:55.000Z,64.4466,-150.59,14.7,1.1,ak
2014-03-29T07:09:26.000Z,62.8726,-149.903,80,1.3,ak
2014-03-29T07:08:37.190Z,33.9121667,-117.9453333,0,1.21,ci
2014-03-29T07:06:03.590Z,33.1795,-115.6033333,2.06,1.66,ci
2014-03-29T07:02:12.210Z,33.8951667,-117.9585,1.63,1.2,ci
2014-03-29T06:54:18.270Z,33.9006667,-117.945,2.48,1.66,ci
2014-03-29T06:52:59.200Z,40.8262,-121.591,9.1,1.2,nc
2014-03-29T06:51:33.500Z,46.852,-121.7607,4.6,0.2,uw
2014-03-29T06:45:58.210Z,35.558,-97.228,5,2.5,us
2014-03-29T06:44:30.580Z,36.0145,-117.544,0.58,2.24,ci
2014-03-29T06:43:40.650Z,33.914,-117.9248333,4.69,1.3,ci
2014-03-29T06:42:19.470Z,33.9046667,-117.9383333,2.4,2.26,ci
2014-03-29T06:40:21.900Z,33.898,-117.9538333,1.83,1.31,ci
