LatDegree,LongDegree,OtherName
20.05528,-155.67778,Kohakohau TH 1
20.05528,-155.67861,Kohakohau TH 2
20.055,-155.67944,Kohakohau TH 3
20.05917,-155.66778,Kohala TH 2
20.06306,-155.6675,Kohala TH 1
20.04944,-155.69528,Waiaka Gulch TH
20.05472,-155.68083,Kohakohau TH 4
20.05444,-155.68194,Kohakohau TH 5
20.07333,-155.41056,Hamakua 2
20.075,-155.47333,Honokaa A
20.07472,-155.47333,Honokaa B
20.07806,-155.67028,Kohala TH 4
20.08,-155.66972,Kohala TH 3
20.07472,-155.66972,Kohala TH 5
20.06444,-155.80806,Kawaihae
20.06972,-155.84278,Kohala Estates
20.0775,-155.8375,Walsh Lot 39
20.07944,-155.84222,Waika-Fischer
20.06833,-155.84194,Waika-Keanaholu
20.07083,-155.85556,Waiakailio TH
20.07111,-155.85083,Kawamata 1
20.07556,-155.84917,Kawamata 2
20.07611,-155.85278,Kohala Estates Lot 6
20.08417,-155.46861,Haina
20.09361,-155.4675,Enserch 1
20.09361,-155.46667,Enserch 2
20.08111,-155.59806,Lalakea Gulch Tu
20.08806,-155.82139,Kohala Ranch 1
20.08861,-155.82139,Kohala Ranch 2
20.08306,-155.81583,Kawaihae-DHHL
20.08167,-155.84083,Kahua
20.09806,-155.81583,Kohala Ranch 3
20.10306,-155.81778,Kohala Ranch 4
20.11306,-155.88111,Puanui 1
20.12139,-155.57389,Kukuihaele A
20.11417,-155.57444,Kukuihaele
20.11389,-155.725,Honokane Tunnel
20.12472,-155.72861,Honokane TH 4
20.11722,-155.74778,Puu Laalaau TH
20.11722,-155.87972,Heffner 1
20.14139,-155.72639,Honokane Nui Tun
20.14,-155.72639,Honokane Nui Tun
20.13861,-155.72778,Honokane Nui Tun
20.1375,-155.73028,Honokane  TH 2
20.13667,-155.73028,Honokane TH 3
20.13167,-155.73,Honokane 1
20.13167,-155.72861,Honokane 3
20.13944,-155.73083,Honokane TH 1
20.13056,-155.88028,Patno 1
20.13722,-155.88167,Kaiholena 1
20.14389,-155.88917,Pohaku North 1
20.13667,-155.88667,Pohaku South 2
20.14722,-155.89472,Paoo-Reardon
20.14972,-155.89083,Paoo-Gordy
20.16222,-155.88833,Paoo-Gray
20.17028,-155.78528,Lindsay Tunnel
20.18,-155.89889,Mahukona MW 3
20.18583,-155.74583,Opaepilau 1 Tunn
20.18306,-155.74611,Opaepilau 2 Tun
20.18556,-155.75944,Waikani Tunnel
20.19028,-155.75611,Murphy Tunnel
20.19611,-155.76083,Puu Mini Tunnel
20.19639,-155.76306,Paa Tunnel
20.19611,-155.75444,Amau Tunnel
20.18472,-155.76889,Waipunalau Tunnel
20.19333,-155.79,Kay Tunnel
20.18194,-155.79389,Mcgill 1 Tunnel
20.18139,-155.795,Mcgill 3 Tunnel
20.18056,-155.79528,Mcgill 2 Tunnel
20.19472,-155.79361,J D Bond Tunnel
20.19194,-155.79556,Watt 2 Tunnel
20.19333,-155.79222,Koelling Tunnel
20.19583,-155.80861,Cowpen 1 Tunnel
20.195,-155.80861,Cowpen 2 Tunnel
20.19583,-155.80722,Cowpen 3 Tunnel
20.19444,-155.80667,Watt 1  Tunnel
20.19528,-155.79833,Olding Tunnel
20.19194,-155.89056,Mahukona 1
20.18139,-155.90167,Mahukona
20.18611,-155.90139,Mahukona MW 2
20.19806,-155.73333,Pae  Tunnel
20.19972,-155.75639,Maulua Tunnel
20.19917,-155.77028,Halawa Tunnel
20.21028,-155.79583,Bond 1  Tunnel
20.19972,-155.79667,Bond 2  Tunnel
20.20917,-155.79917,Dr Bond Tunnel
20.21222,-155.80944,Kaala Tunnel
20.20306,-155.805,Hapahapai Tunnel
20.20944,-155.79944,Pahei Tunnel
20.20028,-155.90111,Mahukona MW 1
20.21889,-155.75583,Aamakoa Gu TH 2
20.21944,-155.74917,Waikani Gu TH 3
20.21472,-155.75333,Makapala A
20.21556,-155.75306,Makapala Obs A
20.21528,-155.75306,Makapala
20.22694,-155.76611,Vipassana Hawaii
20.22611,-155.76417,Halawa Gu TH 1
20.21528,-155.79389,Iole-Bond Tunnel
20.22806,-155.78194,Halaula
20.22917,-155.78083,Halaula Makai E
20.22,-155.78694,Halaula Mauka B
20.22472,-155.78694,Halaula B
20.21528,-155.80944,Kohala Sugar
20.24444,-155.82722,Hawi 2
20.23056,-155.84417,Kealahewa 1
20.22972,-155.84417,Kealahewa 2
20.22333,-155.85194,Kukuipahu 1
20.21389,-155.86972,Kukuipahu A
20.22833,-155.87194,Miller 1
20.23222,-155.76,Hapuu Bay D
20.23806,-155.7775,Kohala Shaft
20.23833,-155.76917,Ulrych 2
20.23694,-155.77194,Ulrych 1
20.24472,-155.79889,Ahu Pohaku Farms
20.23917,-155.80917,Union Mill
20.2375,-155.80222,Gusman Gu TH 5
20.23778,-155.80333,Union Mill 1
20.23861,-155.80861,Union Mill 2
20.23639,-155.79806,Kohala Obs F
20.23528,-155.79833,Honopueo
20.23972,-155.82056,Hawi
20.23806,-155.82528,Hawi 1
20.23778,-155.82528,Hawi Obs H
20.24278,-155.84889,Upolu Obs J-A
20.24389,-155.84889,Upolu J-B
20.25778,-155.82583,Alaalae Shaft
20.24806,-155.82389,Alaalae Gu TH-7
20.24861,-155.82361,Hawi Makai I
20.24972,-155.86556,Upolu TH 6
20.25111,-155.87333,Ninini
20.26444,-155.83667,Hoea Shaft
20.26444,-155.86861,Waikane Shaft
18.91806,-155.67111,South Point
18.94917,-155.69389,Pali O Kulani TH
18.97778,-155.61333,Kaalualu TH 1
18.97583,-155.61639,Kaalualu TH 2
19.94167,-155.17389,Falling Water
19.42833,-154.8825,O Ke Akua Ka Wai Ola
19.43778,-154.90417,Johnson
19.60389,-154.94806,Thy Well Be Done
19.60278,-154.95111,Englund
19.58528,-154.96889,Lincoln
19.60167,-154.98528,Wellness
19.61861,-154.95222,Akagi No Mizu
19.57139,-154.94694,Carol's
19.43583,-154.88611,Lanham
19.59,-154.96083,Baker
19.60694,-154.9525,Lani
19.81861,-155.99611,SPI
20.23667,-155.8325,Nahm
21.55278,-158.11139,Kaala Farms
19.94972,-155.86333,Well 1
19.59833,-154.94056,Poo Wai
19.61806,-154.95583,Sato
19.60111,-154.96472,Aloha
19.60111,-154.98639,Sandy's
19.86111,-155.10944,Grosskreutz
19.95083,-155.19028,Lourds
19.60417,-154.965,Rickford
22.00556,-159.34,Hanamaulu Shaft
22.01056,-159.33861,Lagoon Supply
22.00278,-159.34639,EWM 1
22.01194,-159.34833,Kalepa Ridge
22.00056,-159.37472,Hanamaulu 1
22.01222,-159.38556,Pukaki Res Mon
22.0125,-159.38639,Pukaki
21.99917,-159.7425,Kaunalewa Fld218
21.99917,-159.74222,Kaunalewa 1
21.99917,-159.74222,Kaunalewa 2
21.99917,-159.74222,Kaunalewa 3
21.99917,-159.74222,Kaunalewa 4
21.99917,-159.74222,Kaunalewa 5
21.99917,-159.74222,Kaunalewa
21.99917,-159.74222,Kaunalewa
21.99917,-159.74222,Kaunalewa
22.00194,-159.74361,Kaunalewa Ks12
21.9975,-159.74222,Kaunalewa Ks10
21.99833,-159.74306,Kaunalewa Ks11
22.00222,-159.74389,Kaunelewa Ks7
22.00222,-159.74389,Kaunalewa Ks8
22.00139,-159.73806,Kaunalewa Shaft
22.01167,-159.75278,Camp 2 Ks19
21.99917,-159.75278,Hog Farm
22.01222,-159.75278,Camp 2 Ks5
21.99833,-159.76333,Barking Sands 2
21.99778,-159.76722,Barking Sands 1
22.02361,-159.34583,Kalepa Ridge
22.02306,-159.34556,Kalepa Ridge
22.02306,-159.35944,South Wailua
22.02417,-159.38667,Maalo Road Mon
22.02306,-159.40278,Ne Kilohana
22.02278,-159.40333,Hanamaulu 3
22.02306,-159.40278,Hanamaulu 4
22.02333,-159.43222,NW Kilohana Mon
22.02194,-159.75667,Camp 3
22.02111,-159.75611,Camp 3
22.02111,-159.75778,Camp 3 Ks14
22.01722,-159.75194,Camp 2 Ks13
22.02694,-159.75694,Mana 1
22.02694,-159.75694,Mana 2
22.02694,-159.75694,Mana 3
22.02694,-159.75694,Mana 4
22.02694,-159.75694,Mana 5
22.02694,-159.75694,Mana 6
22.02694,-159.75694,Mana 7
22.02694,-159.75694,Mana 8
22.02694,-159.75694,Mana 9
22.02694,-159.75694,Mana 10
22.02694,-159.75694,Mana 11
22.02694,-159.75694,Mana 12
22.02694,-159.75694,Mana
22.02694,-159.75694,Mana
22.02694,-159.75694,Mana
22.02611,-159.76,Mana  Field A
22.02694,-159.76361,Mana  Field 72
22.01694,-159.75222,Camp 2 Ks3
22.01694,-159.75222,Camp 2 Ks4
22.01667,-159.75194,Camp 2 Ks6
22.02667,-159.76583,Mana  Field 235
22.02639,-159.76556,Mana  Field 238
22.02833,-159.76806,Mana  Field 235
22.02722,-159.76444,Mana Ks1 Fld 72
22.03833,-159.35889,Fern Grotto 1
22.03944,-159.35917,Fern Grotto 2
22.05167,-159.36639,Opaekaa 2
22.04722,-159.37694,Aahoaka Mon
22.04167,-159.37694,Hanamaulu
22.04056,-159.70167,Puu Opae Dh9
22.04,-159.76111,Mana Ks2
22.03278,-159.75417,Mana Shaft
22.05222,-159.33111,Welly 1
22.06167,-159.34611,Nonou 9-1A
22.05944,-159.34528,Wailua
22.06194,-159.34583,Nonou 9-1B
22.05556,-159.34833,Nonou 9-1C
22.04889,-159.34833,Allen
22.06583,-159.36028,Flow
22.06139,-159.39472,Wailua-Smith
22.05944,-159.39167,Kawaikini Estates
22.05944,-159.39194,Babalou
22.05944,-159.45944,Waikoko Mon
22.05667,-159.76361,Saki Mana Ks15
22.0575,-159.76111,Saki Mana Ks16
22.06083,-159.76361,Saki Mana Ks17
22.05833,-159.75806,Saki Mana Shaft
22.05417,-159.76556,Saki Mana
22.06306,-159.76556,Saki Mana Ks18
22.07333,-159.31806,Kapaa Cannery
22.07361,-159.32417,Kapaa Shaft
22.07417,-159.325,Kapaa Wailua
22.07194,-159.32583,CCK # 1
22.07472,-159.33222,Kapaa Highlands 1
22.06778,-159.35722,Wailua Homestead 1
22.06806,-159.35722,Wailua Hmstd B
22.08667,-159.30889,Mahelona Hospital
22.08667,-159.30889,Mahelona Hospital
22.08528,-159.31,Mahelona Hospital
22.08528,-159.31,Mahelona Hospital
22.08528,-159.31,Mahelona Hospital
22.08028,-159.32167,Kapaa
22.08028,-159.32222,Kapaa Hmstds 3
22.08694,-159.32722,Lydgate 1
22.085,-159.32778,Miller 01
22.08583,-159.33361,RWR
22.08667,-159.35111,Kulana 17
22.08361,-159.35778,Golden Pond
22.09028,-159.36583,Dry Gulch Flats
22.08056,-159.36667,Waipouli 2004
22.08528,-159.39,Wailua Hmstds 3
22.085,-159.39,Wailua Hmstds 3
22.08861,-159.74917,Kaulaula
22.10083,-159.3075,Kealia 2
22.10083,-159.3075,Kealia 1
22.10083,-159.3075,Kealia 4
22.10083,-159.3075,Kealia 3
22.10167,-159.3075,Kealia 7
22.10111,-159.3075,Kealia 6
22.10083,-159.3075,Kealia 5
22.11222,-159.31278,Kumukumu Stream
22.10083,-159.30778,Kealia 1A
22.10083,-159.3075,Kealia 2A
22.10833,-159.33306,Mitchell
22.09778,-159.33444,Kapaa Cannery
22.10889,-159.33306,Kealia-Bail
22.11,-159.33333,Kealia-Nice
22.10833,-159.33278,Reasoner
22.10833,-159.33306,Gardner
22.10528,-159.3675,Akulikuli Tunnel
22.10528,-159.37583,Kapaa Hmstds 2
22.10306,-159.365,Einrogel Farms
22.10417,-159.3675,Shalom-Tzion
22.10444,-159.38917,Makaleha Tun
22.09861,-159.39167,Moalepe Tunnel
22.10194,-159.38833,Makaleha TH
22.10222,-159.38611,Kapaa Hmstds 1
22.12278,-159.31639,Homaikawaa Str
22.12417,-159.3225,Homaikawaa Str
22.11889,-159.34389,Mimino Ditch
22.12056,-159.33861,Kealia Stream
22.11472,-159.3375,Kealia Mauka 1
22.12833,-159.33778,Kealia Mauka 2
22.12556,-159.65083,Kokee-Waineke
22.12806,-159.64722,Kokee Park A
22.12556,-159.64972,Kokee Park B
22.1275,-159.65,Kokee-Noe
22.1375,-159.3125,Anahola 1
22.13722,-159.3125,Anahola 2
22.13694,-159.31194,Anahola 3
22.13361,-159.31889,Anahola Tunnel
22.13194,-159.61278,Kawaikoi Str Dh5
22.13222,-159.61139,Kawaikoi Str Dh6
22.13333,-159.61444,Kawaikoi Str Dh4
22.13306,-159.61611,Kawaikoi Str Dh7
22.13444,-159.61556,Kawaikoi Str Dh3
22.13389,-159.61722,Kawaikoi Str Dh8
22.13556,-159.61722,Kawaikoi Str Dh2
22.13667,-159.61861,Kawaikoi Str Dh1
22.14361,-159.64861,Honopu
22.16056,-159.31056,Aliomanu
22.15806,-159.31222,Anahola
22.16028,-159.31167,Aloha Mana
22.15833,-159.31778,Aliomanu
22.15944,-159.3175,Anahola
22.14778,-159.32222,Anahola
22.15361,-159.31917,Anderton
22.15833,-159.31694,Aliomanu
22.15917,-159.31611,Aina Anahola
22.15556,-159.32278,Hui Road 2
22.15444,-159.31667,Barnes
22.1475,-159.64583,Kokee A F Stn
22.16444,-159.31028,Hill
22.16472,-159.32972,Aliomanu
22.16444,-159.32889,Aliomanu
22.17361,-159.31639,Papaa Bay Ranch
22.16667,-159.32194,Aliomanu
22.16806,-159.32361,Papaa Bay Ranch
22.17306,-159.33667,Moloaa Camp TH
22.17167,-159.33833,Moloaa 1
22.17389,-159.34111,Moloaa 2
22.165,-159.33111,Aliomanu
22.17389,-159.33611,Papaa-Lindner
22.19139,-159.33194,MBLC # 2
22.18306,-159.33917,Moloaa Tunnel
22.18889,-159.34111,Moloaa-Martino
22.1925,-159.33389,Moloaa-Lawhead
22.19306,-159.33417,Moloaa-Altemus
22.19306,-159.3325,Moloaa-Yoshioka
22.19139,-159.33389,Moloaa-Mattson
22.19167,-159.33444,Moloaa-Donna
22.19056,-159.33528,Moloaa-Mae
22.18889,-159.33389,Moloaa-Sparks 1
22.1925,-159.33139,Moloaa-Kaaumoana
22.18833,-159.33417,Moloaa-Sparks 2
22.18889,-159.33333,Moloaa-Thronas
22.19056,-159.345,Moloaa-Anderson
22.19306,-159.34667,Moloaa-Waldau
22.18917,-159.33667,Moloaa Bay View
22.18972,-159.33361,Montgomery
22.18944,-159.34472,Moloaa-Anderson
22.19361,-159.34556,Steve
22.19278,-159.34417,Kaakaanui
22.19111,-159.33528,Ka Lae Mana
22.19167,-159.34472,Moshe
22.19083,-159.34361,Moloaa Ranch 1
22.18639,-159.34306,Agua Por Vida
22.19167,-159.34444,Larsen Beach
22.18778,-159.34056,Moloaa Plntn
22.18111,-159.34139,Ke Hoomaka
22.18694,-159.3425,Wai Ola
22.18778,-159.34056,Moloaa Plantation
22.18278,-159.34111,Kawaihau Meadows
22.19167,-159.34444,Waldau
22.19167,-159.33333,Molo Wai
22.18944,-159.34417,Kaapuna Kai
22.19306,-159.33361,Tom's
22.18944,-159.3425,Pramuka
22.19639,-159.33944,#1 Main
22.19694,-159.33972,#2 Back-up
22.18972,-159.33278,Tony
22.1975,-159.34,High House
22.185,-159.34167,Jack
22.19389,-159.3475,Nancy Irene
22.19861,-159.35361,Falko Koolau 3
22.19917,-159.35389,Falko Koolau 4
22.19944,-159.35417,Falko Koolau 5
22.2,-159.35444,Falko Koolau 6
22.18389,-159.35861,Lepeuli
22.18389,-159.36722,Green Thumb
22.19889,-159.46056,Hunt
22.19667,-159.38222,Friedman
22.18194,-159.37056,Kane
22.18917,-159.38444,Hanalei-Barnard
22.1925,-159.38278,Hermitage
22.19306,-159.38278,Scoratow
22.19417,-159.38667,Fountain Youth
22.19194,-159.38278,McDonald
22.19278,-159.39333,Anuenue
22.19361,-159.38528,Max 1
22.19111,-159.385,Todd
22.18889,-159.40889,Koa 1
22.19333,-159.4,Hidden Valley
22.19139,-159.42083,Kilauea 1
22.19111,-159.42111,Kilauea 2
22.19389,-159.44333,Princeville 1
22.19417,-159.44444,Princeville 2
22.19417,-159.43833,Princeville 5
22.19528,-159.44889,Princeville 3
22.185,-159.45694,Princeville 4
22.19778,-159.33861,Sunrise Farms #1
22.19861,-159.33833,Sunrise Farms #2
22.19778,-159.33944,Sunrise Farms #3
22.19778,-159.33667,Hanwright 1
22.1975,-159.33583,Hanwright 2
22.20083,-159.3625,Koohio
22.20139,-159.35806,Waipake
22.20111,-159.36083,Wai Ola
22.19722,-159.35111,Falko Koolau 1
22.19722,-159.35139,Falko Koolau 2
22.20667,-159.35528,Pilaa 1
22.20833,-159.3625,Ke Hoomaka 2
22.20083,-159.36694,Rajput Elixer
22.1975,-159.38,Lokahi Gardens
22.20306,-159.375,Kauai Org Farms
22.20611,-159.35917,Pilaa 3
22.21,-159.37611,Bubbles
22.20917,-159.37111,Moorhead
22.20917,-159.36972,Kilden
22.21222,-159.38222,Zweben
22.20361,-159.385,Na Aina Kai
22.20389,-159.37111,Bill's Well
22.20778,-159.3875,Mana 'Olana Spring
22.20639,-159.41111,Gina
22.2125,-159.42667,Kalihiwai Tunnel
22.20944,-159.41611,Kilauea-Halasey
22.20861,-159.41583,Kilauea-KPGI III
22.21417,-159.43028,Kai Halalu 1
22.21222,-159.49417,Hanalei Fishpond
22.20806,-159.49472,Hanalei Fishpond
22.19694,-159.49,Maka Ridge
22.21028,-159.54333,Wainiha 1
22.21028,-159.54333,Wainiha 2
22.20972,-159.55056,Jodan
22.22167,-159.40694,Sunburst Equity
22.21917,-159.41028,Namahana Acres
22.21778,-159.40917,Pualei Properties
22.22111,-159.40778,Hale'ae Kai #1
22.21806,-159.4075,Wai Eli oka Lae
22.22028,-159.41944,Kalihiwai
22.22083,-159.42194,Earhart
22.21972,-159.42222,Earhart
22.21944,-159.41861,Ruddell
22.22167,-159.41917,Nowai
22.21944,-159.44222,Fischer
22.22222,-159.44278,Brescia
22.22306,-159.46056,Anini Tunnel
22.21806,-159.4525,Kalihiwai
22.21417,-159.49028,Hanalei
22.21694,-159.49222,Ecdc Effl T H
22.21833,-159.56361,Haena
21.87556,-159.43806,Poipu-Hyatt
21.8725,-159.44139,Secondary Source
21.87722,-159.46194,Poipu
21.87472,-159.45583,Waiohai
21.88806,-159.45333,EAKT 1
21.89167,-159.47139,Kukuiula 1
21.89611,-159.50417,Lawai Shaft 3 Pump 6
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu
21.91278,-159.41944,Mahaulepu 11
21.91278,-159.41944,Mahaulepu 12A
21.91278,-159.41944,Mahulepu 13
21.91278,-159.41944,Mahulepu 14
21.90333,-159.42861,Koloa F
21.90361,-159.44444,Koloa Mill A
21.90444,-159.445,Koloa Mill B
21.90639,-159.43972,Koloa
21.90139,-159.4325,Koloa C
21.90306,-159.435,Koloa D
21.91194,-159.45917,Koloa A
21.91194,-159.45917,Koloa B
21.91167,-159.45917,Koloa E
21.91222,-159.47306,Kukuiula-A & B
21.90722,-159.48306,Honuhonu
21.91028,-159.49667,Keke Gulch TH 4
21.91306,-159.50472,Lawai TH 3
21.89944,-159.58528,Port Allen 1
21.89944,-159.58528,Port Allen 2
21.89944,-159.58528,Port Allen 3
21.90111,-159.58417,Hanapepe
21.89972,-159.58389,Port Allen 4
21.92111,-159.38556,Kipu Kai
21.9175,-159.39333,Kipu Kai
21.92361,-159.44028,Kaluahonu
21.92028,-159.4625,Kahoano
21.92083,-159.49583,Poelele
21.91667,-159.49556,Kalawai TH 5
21.92167,-159.49611,Lawai A
21.91944,-159.50472,Lawai Cannery
21.92028,-159.50556,Lawai Cannery
21.92361,-159.50444,Lawai 1
21.925,-159.50333,Lawai 2
21.91444,-159.51861,Kalaheo
21.92639,-159.56,Hanapepe Valley A
21.9275,-159.55972,Hanapepe Valley B
21.91861,-159.56861,Hanapepe Pump 3
21.91611,-159.57806,Hanapepe Pump 1
21.91972,-159.57111,Hanapepe 1
21.91583,-159.5725,Hanapepe Pump 2
21.92056,-159.57722,Hanapepe
21.91861,-159.56556,Upper Eleele Mon
21.91806,-159.62861,8-inch Mill Test
21.935,-159.41806,Kipu
21.93778,-159.44556,Puakukui Springs
21.93472,-159.46694,Koloa 610 K-55
21.93639,-159.49167,Piwai 2
21.93806,-159.48889,Piwai 3
21.93611,-159.5075,Lawai TH 2
21.93861,-159.52472,Kalaheo A-Diesel
21.93861,-159.52472,Kalaheo B
21.94583,-159.55472,Hanapepe Tunnel
21.93222,-159.57583,Hanapepe Ridge
21.93361,-159.57889,Hanapepe 4
21.94,-159.59444,Domestic Water
21.94056,-159.59444,500 H.P Irr
21.93361,-159.63333,Mahinauli Shaft
21.93806,-159.64917,Pakala
21.96222,-159.35,Westin Kauai
21.95917,-159.36083,Banyan Harbor
21.95556,-159.39111,MW-1
21.955,-159.39056,MW-2
21.95444,-159.39056,MW-3
21.95806,-159.42583,Kokolau Tunnel
21.95917,-159.42722,Huleia No 1
21.95917,-159.42722,Huleia No 2
21.95917,-159.42722,Huleia No 3
21.96139,-159.455,Koloa H-34
21.96583,-159.48278,Kahili Tun 1
21.96583,-159.485,Kahili Tun 2
21.95861,-159.67472,Waimea
21.97278,-159.34667,Well 3
21.96889,-159.35028,Lihue STP
21.96944,-159.36111,Kauai Inn Tank
21.97306,-159.35306,Well 1
21.97139,-159.34806,Well 2
21.96556,-159.34778,Well 4
21.96583,-159.34917,Well 5
21.97361,-159.37361,Sugar Mill
21.97139,-159.375,Lihue Gram Sch
21.97583,-159.3875,Garlinghouse Tunnel
21.97611,-159.38472,Garlinghouse Obs
21.97056,-159.39944,Puhi 1
21.98,-159.40639,Kilohana D
21.97389,-159.40444,Puhi 2
21.97944,-159.40639,Kilohana J
21.97417,-159.40444,Puhi 3
21.9725,-159.41194,Puhi 4
21.97417,-159.41056,Puhi Obs 3
21.97889,-159.40639,Puhi 5A
21.97917,-159.40639,Puhi 5B
21.97972,-159.40722,Unknown
21.96861,-159.41806,Haiku Mauka 1
21.96889,-159.4225,Haiku Mauka Obs
21.96611,-159.42361,Haiku Mauka Obs
21.97556,-159.42833,Humane Society
21.96444,-159.43111,Grove Obs. 2
21.96472,-159.6675,Waimea A
21.96528,-159.67,Waimea B
21.97167,-159.68861,Kikiaola
21.97778,-159.69583,Kapilimao Valley
21.96861,-159.71056,Kekeha K59
21.97861,-159.71,Kekaha Shaft
21.97556,-159.705,Huluhulunui Shft
21.97528,-159.70639,Kekaha
21.97944,-159.71417,Kekaha Shaft 12
21.97278,-159.73333,Kekaha-Sunkiss
21.975,-159.73111,Hi-Bred 1
21.97639,-159.73528,Hi-Bred 2B
21.97694,-159.7325,Hi-Bred 3
21.97778,-159.73472,Hi-Bred 4
21.97278,-159.73417,Sunkiss Shrimp
21.99639,-159.35917,Kalepa Ridge
21.98028,-159.39389,Kilohana A
21.98028,-159.39389,Kilohana B
21.98167,-159.39417,Kilohana C
21.98,-159.39389,Kilohana F
21.98167,-159.39417,Kilohana G
21.985,-159.39222,Kilohana H
21.97972,-159.39333,Kilohana I
21.99417,-159.38528,Hanamaulu TZ
21.99361,-159.38556,Hanamaulu 2
21.98194,-159.66278,Waimea Shaft 9
21.98333,-159.71056,Kekaha No. 1
21.99056,-159.72556,Waiawa Shaft
21.98667,-159.71444,Kekaha No. 2
21.98667,-159.74972,MW-II-7
21.99667,-159.75722,Ceatech Pltns 1
21.99444,-159.75583,Ceatech Pltns 2
21.99556,-159.75639,Ceatech Pltns 3
21.99361,-159.755,Ceatech Pltns 4
21.01444,-156.63194,Stoops
21.01111,-156.645,Kapalua Brennan
20.99694,-156.66639,Napili Bay
21.02111,-156.60806,McCarty
21.02139,-156.62,Honokohau
20.58389,-156.29778,Maui Factors
20.60167,-156.42028,La Perouse Bay
20.62694,-156.42833,Moomuku 1
20.61889,-156.43778,Kanahena
20.62611,-156.4375,Millar
20.62139,-156.43889,Kanahena-Erniss
20.64556,-156.08972,Kalepa-Starr
20.64028,-156.11111,Punahoa Springs
20.6375,-156.11361,Kaupo-Mokulau
20.63333,-156.14611,Kaupo
20.63333,-156.175,Nuu Mauka
20.63139,-156.19056,Kaupo-Diamond B
20.64139,-156.40889,Berkowicz
20.64056,-156.43583,Seibu 2
20.64278,-156.435,Seibu 3
20.64611,-156.43583,Seibu 4
20.63806,-156.43667,Seibu 7
20.64472,-156.43556,Seibu 12
20.65,-156.06111,Kipahulu
20.64833,-156.06028,Kipahulu
20.66194,-156.05111,Kipahulu National Pk
20.64917,-156.06722,Kipahulu
20.64889,-156.06444,Kipahulu
20.65806,-156.06472,Kipahulu
20.65167,-156.07028,Kipahulu-Makai
20.65083,-156.07417,Kipahulu-Blake
20.65833,-156.07139,Kipahulu-Nicoll
20.65028,-156.43028,Makena 68
20.64806,-156.44139,Makena
20.65583,-156.43417,Makena 1
20.66,-156.43417,Wailea 8
20.65306,-156.43361,Seibu 5
20.65472,-156.43389,Seibu 6
20.65111,-156.43333,Seibu 8
20.65944,-156.4325,Seibu 9
20.64778,-156.43444,Seibu 10
20.64944,-156.43417,Seibu 11
20.65694,-156.44167,Makena Surf
20.67,-156.22,Kao  Pahihi Tun
20.67722,-156.33,Polipoli Tunnel
20.66972,-156.33917,Waikaukane Tun
20.67583,-156.34583,Cornwall Tunnel
20.67917,-156.34472,Morton Tunnel
20.67861,-156.34833,Waikaahi Tunnel
20.67389,-156.44278,TMK 2-1-11-3
20.67528,-156.44278,Tmk 2-1-11-1
20.67278,-156.44306,Makena
20.67556,-156.4375,Wailea 4
20.66972,-156.43778,Wailea 6
20.66556,-156.43667,Wailea 7
20.67056,-156.43472,Wailea 6A
20.675,-156.43972,Kea Lani Irr
20.69056,-156.00944,Koali-Sullivan
20.68639,-156.015,Wallach
20.68444,-156.36444,Keawakapu
20.69056,-156.42333,Wailea 670 1
20.68889,-156.42361,Wailea 670 2
20.69056,-156.44083,Wailea 1
20.68806,-156.43639,Wailea 2
20.6825,-156.43667,Wailea 3
20.68056,-156.43944,Grand Wailea Salt
20.69083,-156.435,Wailea Ike Irr
20.70417,-156.41833,Maui Meadows
20.71111,-156.42194,Wailea 670 No. 1
20.71389,-156.42,Wailea 670 No. 2
20.70028,-156.44444,Tmk 2-1-10-07
20.70056,-156.44444,Granito
20.70111,-156.44472,Tmk 2-1-10-04
20.70139,-156.44472,2-1-10-20
20.70167,-156.44528,Tmk 2-1-10-01
20.71222,-156.44417,Tmk 3-9-04-98
20.705,-156.44194,Tmk 3-9-04-75
20.70556,-156.4425,Tmk 3-9-04-78
20.70833,-156.44222,Maui Hill
20.71056,-156.44361,Tmk 3-9-04-86
20.71278,-156.43889,Tmk 3-9-04-125
20.69722,-156.43722,Wailea 5
20.70444,-156.43667,Wailea 9
20.70194,-156.43611,Wailea 10
20.71,-156.44333,Hale Kamaole
20.70389,-156.44083,Maui Kamaole AOAO
20.71306,-156.44417,Kamaole Sands
20.70861,-156.44,Maui Hill AOAO
20.70583,-156.43972,Kilohana Waena
20.715,-156.00028,Mokae-Kapia Str.
20.71944,-156.0025,Hamoa 1
20.71972,-156.00222,Hamoa 2
20.72222,-156.44694,Tmk 3-9-20-26
20.72,-156.44667,Tmk 3-9-20-17
20.71889,-156.44639,Tmk 3-9-20-14
20.71667,-156.44167,Tmk 3-9-19-02
20.72083,-156.44583,Tmk 3-9-20-20
20.725,-156.44306,Tmk 3-9-18-09
20.71528,-156.44222,Kamaole-Bosa
20.72611,-156.44556,Kihei-Maui Vista
20.72028,-156.44361,Ke Alii 1
20.71833,-156.44167,Ke Alii 2
20.71861,-156.44333,Aloha Village
20.72778,-156.44778,TMK 3-9-16-25
