LatDegree,LongDegree,OtherName
20.72889,-156.44917,TMK 3-9-17-37
20.72278,-156.44806,TMK 3-9-05-51
20.72361,-156.44806,TMK 3-9-05-25
20.72472,-156.44833,TMK 3-9-05-22
20.72778,-156.44861,TMK 3-9-16-03
20.72556,-156.44861,Kihei-Akahi
20.73028,-156.45194,Kalama Beach A1
20.73028,-156.45194,Kalama Beach A2
20.73028,-156.45194,Kalama Beach A3
20.73528,-156.36528,Waiohuli
20.74639,-156.41444,Keokea Highlands 2
20.74667,-156.41444,Keokea Highlands
20.73556,-156.44194,Kihei Inject TH
20.73167,-156.43778,Kihei Injection
20.74556,-156.44194,Kihei-Maui R&T
20.73389,-156.45333,TMK 3-9-05-52
20.73806,-156.44917,TMK 3-9-02-8
20.74056,-156.45222,Medo
20.73639,-156.45417,TMK 3-9-11-38
20.73472,-156.4475,TMK 3-9-02-02
20.73444,-156.45333,Kihei Fire B1
20.73444,-156.45333,Kihei Fire B2
20.73444,-156.45333,Kihei Fire B3
20.73917,-156.45306,Kihei Baptist Chapel
20.76444,-156.41167,Kaonoulu 1
20.75472,-156.45167,TMK 3-9-02-36
20.75194,-156.45111,Tmk 3-9-02-32
20.75583,-156.45833,Tmk 3-9-01-02
20.74778,-156.4575,Tmk 3-9-08
20.7475,-156.45778,Tmk 3-9-08
20.76056,-156.45306,Tmk 3-9-01-9
20.75778,-156.45194,Tmk 3-9-23-30
20.75889,-156.45028,Kihei-Piilani
20.76194,-156.4575,Kihei-Koa
20.75389,-156.44944,Waiohuli 1
20.75972,-156.45833,Kauhale Makai
20.74639,-156.45528,St. Theresa Church
20.75028,-156.45167,Kihei
20.76333,-156.45444,Kaonoulu 5
20.77528,-156.46472,Rixey
20.74972,-155.99667,Wananalua
20.76361,-156.00111,Wakiu-Hana Ranch
20.77361,-156.00444,Wakiu A
20.7725,-156.00528,Wakiu B
20.77167,-156.35167,Kula 1800 No. 1
20.77389,-156.35111,Kula 1800 No. 2
20.77944,-156.43667,Waiakoa Gulch
20.77611,-156.4575,Tmk 3-9-01-24
20.77833,-156.46056,Tmk 3-9-06-08
20.77111,-156.45667,Tmk 3-9-01-54
20.77722,-156.46028,Tmk 3-9-06-07
20.77861,-156.46056,Tmk 3-9-06-09
20.77917,-156.46028,Tmk 3-9-06-13
20.77944,-156.45944,Tmk 3-9-01-29
20.77278,-156.45028,Tmk 3-9-01-33
20.77806,-156.45861,Tmk 3-9-01-50
20.77667,-156.46028,Tmk 3-9-06-06
20.77056,-156.45639,Tmk 3-9-01-99
20.775,-156.45778,Tmk 3-9-15-12
20.77528,-156.45778,Tmk 3-9-15-14
20.77306,-156.4475,Tmk 3-9-01-34
20.77528,-156.44806,Tmk 3-9-26-43
20.77667,-156.4475,Tmk 3-9-26-67
20.7775,-156.4475,Tmk 3-9-26-66
20.76972,-156.45806,Maui Lu
20.78028,-156.02583,Kaeleku-Hana
20.78806,-156.0325,Kaeleku-Smith
20.79222,-156.03833,Hana Plantation
20.79583,-156.095,Nahiku TH 53
20.79472,-156.09278,Nahiku TH 54
20.79472,-156.09694,Nahiku TH 55
20.79583,-156.09639,Nahiku TH 56
20.79556,-156.09778,Nahiku TH 48
20.78611,-156.33556,Pulehu Farms
20.79333,-156.34972,Siele
20.785,-156.43944,Tmk 3-8-04
20.78583,-156.45972,Kihei Shaft
20.78028,-156.46111,Tmk 3-9-06-11
20.78611,-156.46333,Kihei
20.78861,-156.46222,Kihei
20.78833,-156.46194,Kihei
20.78806,-156.46167,Kihei
20.78861,-156.45917,Kealia Pond
20.78194,-156.45944,Zoofari Irr
20.78389,-156.46389,Kihei Gateway
20.78472,-156.46611,Kihei Nellies
20.79417,-156.46806,Kealia Pond A1
20.79417,-156.46806,Kealia Pond A2
20.79417,-156.46806,Kealia Pond A3
20.79528,-156.47028,Kealia Pond B
20.79417,-156.46806,Kealia Pond A4
20.79583,-156.47056,Kealia Pond C
20.79639,-156.47306,Kealia Pond D
20.79722,-156.47028,New Kealia A5
20.8,-156.47639,Kealia Pond New C
20.79833,-156.47389,Kealia Pond New D
20.79417,-156.50861,TMK 3-8-14-18
20.79361,-156.50889,Tmk 3-8-14-19
20.79611,-156.50583,Maalaea Nellies
20.7975,-156.0325,Honomaele
20.805,-156.03722,Pump I
20.79889,-156.03833,Pump II
20.80361,-156.0525,Nahiku Mau
20.80639,-156.09083,Nahiku TH 90
20.81222,-156.09389,Nahiku-Betsill
20.80639,-156.11306,Hanawai Tun 2
20.80583,-156.11194,Hanawai Tun 3
20.80611,-156.11139,Hanawai Skylt Tu
20.80417,-156.10972,Shishido Tunnel
20.8125,-156.10528,Big Spring Tunnel
20.81306,-156.10417,Hanawi Gu Exp Tu
20.80167,-156.10389,W Makapipi Tunnel 2
20.80139,-156.10389,W Makapipi Tunnel 1
20.80194,-156.10361,W Makapipi Tunnel 3
20.80083,-156.10278,E Makapipi Tunnel 2
20.80028,-156.1025,E Makapipi Tunnel 1
20.79722,-156.10806,Pogues Tunnel
20.80972,-156.11278,Nahiku TH 22
20.80528,-156.1075,Nahiku TH 35
20.81167,-156.10472,Nahiku TH 36
20.81083,-156.10444,Nahiku TH 37
20.81083,-156.10444,Nahiku TH 38
20.81083,-156.10444,Nahiku TH 39
20.81111,-156.10528,Nahiku TH 40
20.81111,-156.105,Nahiku TH 41
20.81139,-156.105,Nahiku TH 42
20.7975,-156.09806,Nahiku TH 49
20.79778,-156.09944,Nahiku TH 50
20.79833,-156.09972,Nahiku TH 51
20.79778,-156.10028,Nahiku TH 52
20.81,-156.11278,Nahiku TH 57
20.80139,-156.10472,Nahiku TH 59
20.80056,-156.10389,Nahiku TH 60
20.8,-156.105,Nahiku TH 61
20.79944,-156.10333,Nahiku TH 62
20.80194,-156.10306,Nahiku TH 63
20.79861,-156.10389,Nahiku TH 64
20.80889,-156.10611,Nahiku TH 65
20.80861,-156.10583,Nahiku TH 74
20.80861,-156.10556,Nahiku TH 75
20.80833,-156.10528,Nahiku TH 76
20.80833,-156.105,Nahiku TH 77
20.80806,-156.10472,Nahiku TH 78
20.80806,-156.10444,Nahiku TH 80
20.80778,-156.10417,Nahiku TH 79
20.81,-156.10333,Nahiku TH 81
20.81222,-156.10444,Nahiku TH 82
20.81194,-156.105,Nahiku TH 83
20.81056,-156.10444,Nahiku TH 84
20.80889,-156.10222,Nahiku TH 85
20.81306,-156.10333,Nahiku TH 93
20.7975,-156.10778,Nahiku TH 99
20.79944,-156.10278,Kuhiwa
20.81306,-156.12028,Paakea Tun 3
20.81278,-156.11972,Paakea Tun 1
20.8125,-156.11861,Paakea Tun 2
20.81111,-156.11889,Paakea Tun 4
20.81139,-156.1175,Waiaaka Tun
20.81056,-156.11611,Kapuala Tun 3
20.81056,-156.11528,Kapuala Tun 4
20.80806,-156.1175,Kapuala Tun 2
20.80944,-156.11417,Kapuala Tun 1
20.80611,-156.11444,Hanawai Tun 1
20.81028,-156.115,Nahiku TH 1
20.81,-156.11528,Nahiku TH 2
20.81056,-156.115,Nahiku TH 3
20.8125,-156.12056,Nahiku TH 4
20.8125,-156.12083,Nahiku TH 5
20.8125,-156.12083,Nahiku TH 6
20.81278,-156.12111,Nahiku TH 7
20.8125,-156.12028,Nahiku TH 8
20.81306,-156.11917,Nahiku TH 11
20.81306,-156.11889,Nahiku TH 12
20.81306,-156.11833,Nahiku TH 13
20.8125,-156.1175,Nahiku TH 15
20.81139,-156.11667,Nahiku TH 16
20.81139,-156.11583,Nahiku TH 17
20.81056,-156.11472,Nahiku TH 18
20.81,-156.11639,Nahiku TH 19
20.80889,-156.11639,Nahiku TH 20
20.81,-156.11389,Nahiku TH 21
20.81083,-156.11889,Nahiku TH 23
20.81,-156.11861,Nahiku TH 24
20.80944,-156.11972,Nahiku TH 25
20.80944,-156.12083,Nahiku TH 26
20.80972,-156.12194,Nahiku TH 27
20.80944,-156.1225,Nahiku TH 28
20.81139,-156.12028,Nahiku TH 30
20.81111,-156.11972,Nahiku TH 31
20.81111,-156.11944,Nahiku TH 32
20.81139,-156.12056,Nahiku TH 33
20.80611,-156.11389,Nahiku TH 34
20.80889,-156.11556,Nahiku TH 43
20.80889,-156.11556,Nahiku TH 44
20.80889,-156.11528,Nahiku TH 45
20.80889,-156.115,Nahiku TH 46
20.80861,-156.11694,Nahiku TH 47
20.80972,-156.11389,Nahiku TH 58
20.81056,-156.11778,Nahiku TH 66
20.81056,-156.11778,Nahiku TH 67
20.81056,-156.11778,Nahiku TH 68
20.81056,-156.11778,Nahiku TH 69
20.81056,-156.11778,Nahiku TH 70
20.81056,-156.11778,Nahiku TH 71
20.81056,-156.11778,Nahiku TH 72
20.81056,-156.11778,Nahiku TH 73
20.80833,-156.23028,Waikamoi Gu TH
20.80972,-156.2375,Waikamoi Tunnel
20.80444,-156.28667,Waihou Tun
20.80444,-156.28667,Waihou Tun
20.81028,-156.31556,KulaKoa
20.80583,-156.36389,Omaopio-Esty
20.80611,-156.36806,Kula Meadows
20.80306,-156.40333,Kihei Exploratory
20.80917,-156.42806,Kihei Shaft
20.80111,-156.49417,Kealia Pond
20.80167,-156.49306,Maalaea 14 Power Plt
20.80167,-156.49278,Maalaea Back-Up
20.80167,-156.49278,Maalaea M-17
20.79694,-156.51028,Maalaea Triangle
20.80167,-156.51472,Maalaea 272
20.79861,-156.57583,Environmental
20.80972,-156.59667,Ukumehame-Pump P
20.80833,-156.59222,Sugar Way 1
20.80222,-156.58222,Sugar Way 2
20.80222,-156.58222,Ukumehame 3
20.81306,-156.61639,Olowalu Pump O
20.82028,-156.07722,Nahiku-Todaro
20.81639,-156.08917,Nahiku TH 87
20.82,-156.10028,Nahiku TH 89
20.815,-156.10222,Nahiku TH 91
20.81389,-156.10306,Nahiku TH 94
20.81444,-156.10306,Nahiku TH 95
20.81444,-156.1025,Nahiku TH 96
20.81444,-156.11361,Nahiku TH 98
20.81444,-156.12083,Nahiku TH 9
20.81444,-156.12111,Nahiku TH 10
20.81389,-156.12,Nahiku TH 14
20.8275,-156.17389,Piinaau Tunnel
20.82444,-156.16889,Keanae Tunnel
20.82528,-156.16833,Keanae TH 100
20.81667,-156.44667,Hawaiian Cement
20.81389,-156.45222,TMK 3-8-08
20.81778,-156.4675,Puunene Airp TH
20.81639,-156.46778,Puunene Airp Shaft
20.8175,-156.48889,Field 910
20.81722,-156.49056,Field 910
20.81611,-156.51139,Pohakea 1
20.82028,-156.51389,Pohakea 2
20.82056,-156.51389,Pohakea 3
20.81861,-156.51417,Near Puu Hele
20.82222,-156.61361,Olowalu Elua
20.82194,-156.61722,Olowalu Pump N
20.84444,-156.30889,Maluhia
20.83389,-156.35472,Pukalani Golf
20.84222,-156.45333,Central Maui Base 1
20.84583,-156.46556,Waikapu Shaft TH
20.84639,-156.47028,Waikapu Shaft TH
20.84861,-156.51611,Maalaea 4
20.84056,-156.59389,Olowalu Tunnel
20.84806,-156.13528,Keanae
20.84833,-156.135,Keanae 2
20.84778,-156.26833,Awalaau
20.84778,-156.26833,Awalaau
20.84778,-156.26833,Awalaau
20.84778,-156.26833,Awalaau
20.84778,-156.26833,Awalaau Tunnel
20.84861,-156.30556,Pookela MDWS
20.85306,-156.29944,Piiholo
20.85556,-156.30417,Piiholo South
20.85556,-156.41528,Wailuku MW-1
20.86083,-156.41889,Wailuku MW-2
20.85861,-156.41889,Wailuku MW-3
20.85917,-156.41639,Wailuku MW-4
20.86194,-156.42167,Wailuku MW-5
20.85389,-156.42,Wailuku MW-6
20.85667,-156.45361,Puunene
20.84889,-156.47472,Waikapu Shaft TH
20.84722,-156.47083,Waikapu Sh-Pump f
20.86306,-156.4825,Reynolds 1
20.85222,-156.48861,Waikapu Baseyard
20.8525,-156.49,CB 2
20.85472,-156.48361,Waiale 1
20.85417,-156.47472,Waiale 2
20.85778,-156.50972,Waikapu 1
20.86167,-156.50778,Waikapu 2
20.86083,-156.51472,Waikapu Tank Site
20.85111,-156.51806,Waikapu South A
20.85861,-156.53778,Waikapu Tunnel 1
20.85639,-156.54694,Waikapu Tunnel 2
20.85778,-156.57694,Olowalu Tun
20.85444,-156.61194,Launiupoko Tun
20.85194,-156.63,Launiupoko 2
20.85472,-156.6375,Launiupoko 1
20.85833,-156.66611,Puamana Comm 1
20.85833,-156.66639,Puamana Comm 2
20.86667,-156.33972,Haliimaile
20.87472,-156.40528,Haiku Ditch TH
20.87528,-156.40611,Puunene-Pump 9
20.87861,-156.44667,MBPII Non-Potable
20.86389,-156.43306,Puunene-Pump 6
20.87972,-156.46083,Tmk 3-8-09-32
20.87889,-156.46056,Tmk 3-8-09-18
20.87944,-156.46083,Tmk 3-8-09-31
20.86639,-156.4525,Puunene-Mill Pump 8
20.86806,-156.45222,Puunene-Pump 19
20.87917,-156.46139,Tmk 3-8-09-24
20.87917,-156.46167,Tmk 3-8-09-23
20.87861,-156.47556,Kam Ave Disposal
20.87917,-156.47611,Kam Ave Disposal
20.87889,-156.46944,Tmk 3-8-22-14
20.87833,-156.46722,Tmk 3-8-23-24
20.87972,-156.46667,Tmk 3-8-23-33
20.86556,-156.47722,Reynolds 2
20.87806,-156.46694,Tmk 3-8-23-18
20.87972,-156.46417,Tmk 3-8-11-57
20.87944,-156.46944,Tmk 3-8-22-18
20.87722,-156.46694,Tmk 3-8-24-20
20.87917,-156.47,Tmk 3-8-22-16
20.87861,-156.47083,Kahului School Park
20.87694,-156.47417,Maui High School
20.87833,-156.46639,Molokai St Dispo
20.87833,-156.46556,Lehua St Disposal
20.87194,-156.47667,Luana II-1
20.87139,-156.47833,Luana III-2
20.87972,-156.4775,Kahului
20.86806,-156.47833,Elima Irr
20.8675,-156.4825,Maui Lani Irr 3
20.87917,-156.49278,Waiale Prototype
20.87167,-156.48972,Maui Lani 1
20.87222,-156.49028,Maui Lani 2
20.86944,-156.49194,Maui Lani 5
20.87083,-156.49222,Maui Lani 6
20.87194,-156.49333,Maui Lani 7
20.87194,-156.49889,Ka Hale A Ke Ola
20.86694,-156.51222,Iao Deep Monitor
20.88278,-156.51333,Iao Tank Site
20.87694,-156.60194,Kauaula Tunnel
20.87806,-156.62278,Kauaula TH 1
20.87778,-156.61556,Kauaula TH 2
20.86778,-156.6425,Launiupoko 3
20.87861,-156.67611,Mill Pump C
20.87111,-156.66861,Lahaina-Pump A
20.87083,-156.66861,Lahaina-Pump B
20.86833,-156.67583,Lahaina
20.87694,-156.67917,Lahaina UMC
20.86806,-156.66833,Lahaina Park
20.86778,-156.67111,Lahaina Rec Ctr
20.88278,-156.68,Kahoma Irr
20.87972,-156.68194,Lahaina Surf
20.88889,-156.21722,EMI Kailua Mon
20.88972,-156.21667,Ohanui-Kailua
20.8825,-156.29694,Kaupakulua
20.88694,-156.3075,Pauwela Farms 1
20.88028,-156.32361,Silveno Spring
20.89333,-156.33139,Hamakuapoko 2
20.88333,-156.33722,Maunaolu 1
20.8875,-156.35611,Kaheka-Pump 18
20.89222,-156.39333,Paia-Pump 2
20.88528,-156.43583,Old Pump 3
20.88917,-156.44167,Kahului
20.88083,-156.46361,Tmk 3-8-11-24
20.88028,-156.46,Tmk 3-8-09-48
20.88056,-156.45833,Tmk 3-8-09-3
20.88306,-156.46028,Tmk 3-8-10-76
20.885,-156.4575,Kahului
20.88389,-156.45139,Tmk 3-8-06-42
20.8875,-156.44833,Central Power Plant
20.88,-156.45917,Tmk 3-8-09-8
20.88194,-156.46194,Tmk 3-8-10-46
20.88833,-156.45528,Kanaha Pond
20.88083,-156.45917,Tmk 3-8-09-52
20.88556,-156.475,Cannery Shaft
20.88861,-156.47361,Cannery
20.88083,-156.48028,Tmk 3-8-34-15
20.88444,-156.47917,Maalo St
20.88278,-156.47889,Tmk 3-8-34-2
20.88361,-156.47194,302 Kam Ave
20.88444,-156.47083,Tmk 3-8-18-34
20.88556,-156.47056,Tmk 3-8-17-16
20.88639,-156.46972,Tmk 3-8-17-39
20.88694,-156.46944,TMK 3-8-17-44
20.88333,-156.46972,Tmk 3-8-19-44
20.88111,-156.47028,Tmk 3-8-21-22
20.88056,-156.47028,Tmk 3-8-21-6
20.88306,-156.46889,Tmk 3-8-19-29
20.88389,-156.46806,Tmk 3-8-18-1
20.88167,-156.46833,Tmk 3-8-19-2
20.88722,-156.46806,TMK 3-8-17-46
20.88333,-156.46667,Tmk 3-8-16-29
20.88361,-156.46667,Tmk 3-8-16-27
20.88222,-156.46639,Tmk 3-8-15-14
20.88333,-156.46611,Tmk 3-8-12-52
20.88278,-156.46472,Kahiki St
20.88139,-156.46417,Kahiki St
20.88556,-156.46417,Fair Grounds
20.88306,-156.47,Tmk 3-8-19-42
20.88639,-156.4725,Cannery
20.885,-156.47306,Cannery
20.88639,-156.47333,Cannery
20.88361,-156.47139,Tmk 3-8-19-58
20.88361,-156.46889,Tmk 3-8-18-9
20.88111,-156.46889,Quitazol 1
20.88139,-156.46611,Tmk 3-8-23-1
20.88167,-156.46889,Tmk 3-8-19-14
20.88139,-156.46778,Tmk 3-8-22-1
20.88194,-156.46556,Tmk 3-8-15-1
20.88028,-156.46639,Tmk 3-8-23-35
20.88028,-156.4675,Tmk 3-8-23-45
20.88194,-156.47028,3-8-19-37
20.88222,-156.46472,Tmk 3-8-12-60
20.8825,-156.46694,Tmk 3-8-16-31
20.88222,-156.47083,Tmk 3-8-19-51
20.88139,-156.46861,Kauai St
20.88389,-156.47556,Kahului
20.88472,-156.46472,Wakea
20.88389,-156.47556,Kahului
20.88361,-156.47556,Kahului
20.88361,-156.47556,Kahului
20.88417,-156.47333,Hale Mahaolu II
20.88083,-156.47889,Kahului Comm Pk
20.89,-156.47472,Aoao Harb Lts
20.88611,-156.47139,Akahi
20.89,-156.47222,Maui Beach Hotel
20.88083,-156.48167,Tmk 3-8-35-70
20.88361,-156.48083,Aleo Place
20.8825,-156.48111,Maalo St
20.88917,-156.48972,Maui Stadium Well
20.88917,-156.49056,Baldwin High Sch
20.88917,-156.49083,Baldwin High  TH
20.88194,-156.48694,Tmk 3-8-40-4
20.88139,-156.48722,Tmk 3-8-40-5
20.88361,-156.48222,Tmk 3-8-30-39
20.88417,-156.48722,Tmk 3-8-39-30
20.88333,-156.48639,218 Holua Ave
20.88083,-156.48639,Holua Ave
20.88278,-156.48222,Kunu Place
20.89056,-156.48917,War Memorial Footbal
20.89111,-156.48083,Maui Comm College
20.88833,-156.48361,Papa Ave
20.89222,-156.49194,Wailuku Arm
20.88028,-156.49333,Waiale Obs
20.88944,-156.48611,Maui Cent Park 1
20.89194,-156.48611,Maui Cent Park 2
20.89333,-156.48361,Maui Cent Park 3
20.88639,-156.51333,Iao Tunnel
20.89111,-156.50417,Iao Tunnel
20.8825,-156.51139,Field 63
20.895,-156.49861,Wailuku Mill TH
20.88167,-156.50917,Wailuku Shaft 33
20.89,-156.50972,Mokuhau TH 1
20.89,-156.51167,Mokuhau TH 2
20.88861,-156.51194,Mokuhau TH 3
20.88806,-156.51222,Mokuhau 1
20.88806,-156.51222,Mokuhau 2
20.88833,-156.51194,Mokuhau 3
20.89611,-156.50917,Puuohala TH-C
20.8825,-156.51611,Iao Valley TH
20.88917,-156.54694,Black Gorge Tun
20.8825,-156.53889,Iao Tunnel
20.88389,-156.53472,Field Gorge Tunnel
20.88333,-156.53444,Kepaniwai TH
20.88333,-156.53444,Kepaniwai
20.88278,-156.55417,Iao Needle Tunnel
20.88556,-156.55361,Iao Needle Tunnel 2
20.8925,-156.64194,Kanaha TH 1
20.89278,-156.63778,Kanaha TH 2
20.88611,-156.66028,Waipuka 1
20.88583,-156.66028,Waipuka 2
20.89222,-156.65556,Kanaha 1
20.89139,-156.65389,Kanaha 2
20.89194,-156.66694,Kahoma Pump M
20.88583,-156.68083,Wahikuli Pump L
20.88028,-156.68222,Front St. House
20.90139,-156.21028,Hanawana-Douglas
20.90583,-156.22167,Huelo 1
20.91139,-156.21778,Stone
20.90944,-156.22,Huelo-Gould
20.90917,-156.21806,Huelo-Baker
20.90944,-156.22833,Huelo-Lowen
20.9125,-156.22639,Waipio-Hagar
20.9125,-156.22583,Huelo-Naiditch
20.90583,-156.2175,Hoalua-Grace
20.90889,-156.22722,Huelo-Jones
20.90889,-156.22056,Grace
20.91417,-156.22111,Huelo-Dosland
20.90806,-156.23639,Huelo-Hipp
20.90417,-156.23083,Huelo-Ulin
20.90861,-156.28333,Edington
20.90222,-156.28694,Kaupakulua Upcou
20.90694,-156.28083,JN & RS Well 1
20.90861,-156.31139,EMWDP Monitor
20.91278,-156.30556,Kuiaha-Smith
20.89972,-156.32472,Haiku
20.91278,-156.34556,Old Maui High School
20.90028,-156.33,Hamakuapoko I
20.90583,-156.37444,Paia Mill-Pum 13
20.90056,-156.36639,Paia-Pump 17
20.90889,-156.39139,Kailua Gulch
20.91028,-156.38333,Low Paia-Pump 16
20.90111,-156.40917,Sprecklsvl Pump 4
20.90944,-156.4075,Tmk 3-8-02-62
20.91,-156.40639,Tmk 3-8-02-60
20.91,-156.40583,Tmk 3-8-02-59
20.91167,-156.40361,Tmk 3-8-01-49
20.90889,-156.40889,Wark
20.90722,-156.40611,Gerlach
20.90639,-156.40861,Sandate
20.90944,-156.40639,Ross
20.90778,-156.40806,Buzianis
20.90667,-156.41056,Bastian
20.90472,-156.41639,Spencer
20.90861,-156.40917,Sugar Cove Irr.
20.90139,-156.41528,Sprecklesville
20.90528,-156.4225,Sprecklesville
20.9075,-156.4275,Papaula-Golting
20.90556,-156.43083,Papaula-Rubin
20.89694,-156.46222,Kahului PP A
20.89694,-156.46222,Maui Elec B
20.89694,-156.46222,Maui Elec C
20.89694,-156.46222,Maui Elec D
20.89694,-156.46222,Maui Elec E
20.89694,-156.46222,Maui Elec F
20.89694,-156.46222,Maui Elec G
20.89694,-156.45667,Injection Test
20.90778,-156.48556,De Lara
20.89917,-156.49111,Papohaku Park
20.90528,-156.50889,Waiehu Hts 1
20.90556,-156.50917,Waiehu Hts 2
20.90139,-156.51028,Waiehu TH-E
20.91306,-156.51278,Waiehu TH-D
20.91333,-156.51278,Waiehu Deep Monitor
20.90778,-156.51444,Waiehu TH-B
20.90889,-156.51444,Waihee 1
20.90917,-156.51389,Waihee 2
20.90889,-156.515,Waihee 3
20.90944,-156.56556,Waihee Tunnel 1
20.90917,-156.56556,Waihee Tunnel 2
20.89972,-156.61333,Kahoma Tun 3
20.90139,-156.62361,Kahoma Tun 1
20.90083,-156.6225,Kahoma Tun 2
20.90222,-156.65361,Wahikuli 1
20.90417,-156.65361,Wahikuli 2
20.9,-156.67833,Wahikuli Irr
20.89833,-156.68139,Lahaina Civic
20.92222,-156.23028,Honokala
20.92222,-156.23139,Bryce
20.92667,-156.23111,Caro
20.92917,-156.23778,Hoolawa
20.92111,-156.23556,Hoolawa-O'Neill
20.92361,-156.23611,Hoolawa-Cookman
20.92722,-156.23889,Hoolawa-Sadri
20.925,-156.23472,Kahui Pono
20.91417,-156.24056,Hoolawa-Speere
20.91806,-156.23778,Castellini
20.92806,-156.23139,McKinney
20.91667,-156.23806,Simmer
20.92611,-156.23611,Spell
20.92361,-156.26194,Peahi Gusher
20.92861,-156.25917,Peahi-Wanner
20.92972,-156.26,Peahi-Johnson
20.92972,-156.26389,Kealii-Harrison
20.93222,-156.26361,Kealii-Clark
20.93083,-156.26,Peahi-Storm
20.93056,-156.26278,Pitts
20.93056,-156.26278,Roberson
20.92833,-156.27583,Feehan 1
20.92833,-156.27583,Feehan 2
20.92194,-156.29472,Joachim
20.9275,-156.28306,Manawai-Papanui
20.92806,-156.29056,Summit Trade 2
20.92889,-156.28528,Peahi Farms 1
20.91944,-156.29639,Garcia
20.92639,-156.28833,Hamilton
20.92667,-156.30417,Melia Park
20.92222,-156.30778,Pauwela Can TH
20.91972,-156.30806,Pauwela Can TH
20.92861,-156.31083,Blietz
20.9275,-156.32222,Pauwela
20.92722,-156.33,Haiku
20.92333,-156.32722,Haiku-Baldwin
20.91889,-156.32083,Winn
20.92833,-156.33556,Maliko Pump 11
20.91639,-156.36972,Kuou Pump 12
20.92028,-156.37639,Kuau-Newbro
20.91472,-156.39056,Paia-Ulmer
20.92333,-156.49306,Waiehu TH
20.92667,-156.49694,Waiehu Golf Course
20.91389,-156.51056,Waiehu Tunnel
20.92111,-156.50056,Waiehu TH
20.92194,-156.49778,Waiehu Golf Course 1
20.92556,-156.50028,Waiehu Golf Course 2
20.92028,-156.51417,Living Waters #1
20.92917,-156.62056,Honokowai Tun 1
20.92972,-156.62111,Honokowai Tun 2
20.92694,-156.65556,Kaanapali P-1
20.92944,-156.65306,Kaanapali P-2
20.925,-156.65611,Kaanapali P-3
20.92972,-156.67167,Puukolii
20.91722,-156.67111,Hahakea 1
20.91472,-156.66889,Hahakea 2
20.91917,-156.68944,Hahakea Pump G
20.93444,-156.24333,Honopou-Young
20.93083,-156.24611,Honopou-Bathelt
20.93306,-156.24528,Honopou Bathelt
20.93472,-156.26028,Haiku-Robertson
20.93278,-156.25861,Peahi-Phillips
20.93111,-156.26222,Peahi-Trier
20.93417,-156.26,Peahi-Bock
20.93028,-156.26056,Peahi-Wilson
20.935,-156.26056,Robertson 2
20.93306,-156.26194,Kealii-Naish
20.93972,-156.27833,Heaaula-Martin
20.9325,-156.27861,Heaaula Gambit
20.93528,-156.26528,Peahi-Honig
20.93861,-156.27722,Manawai-Vandevel
20.93528,-156.27778,Manawai-Steele
20.93639,-156.2775,Manawai Felton
20.93222,-156.27417,Uaoa-Grossman
20.93639,-156.27833,O' Conner
20.93722,-156.28944,Summit Trade 1
20.94,-156.28667,Opana Point 1
20.94,-156.28556,Opana Point 2
20.93806,-156.29,Stream Res 3
20.93222,-156.28583,Peahi Farms 2
20.93667,-156.31556, Rush
20.9325,-156.33917,Maliko
20.93306,-156.33972,Hokoana
20.93472,-156.33278,Pauwela-Lewis 1
20.93778,-156.33833,Pauwela-Lewis 2
20.93417,-156.33611,Maliko Moretti 1
20.93389,-156.33583,Maliko Moretti 2
20.93333,-156.35722,Hookipa Park
20.93194,-156.51611,Waihee TH A1
20.94417,-156.52278,North Waihee 1
20.94417,-156.52222,North Waihee  2
20.94361,-156.51583,Waihee
20.94361,-156.51889,Waihee-Marino 1
20.94333,-156.51944,Waihee-Marino 2
20.93833,-156.51722,Varel
20.93722,-156.51528,Sarasin
20.94889,-156.52917,Equestrian 3
20.93167,-156.6225,Honokowai TH 1
20.93194,-156.62417,Honokowai TH 2
20.93167,-156.6225,Honokowai TH 3
20.93167,-156.6225,Honokowai
20.93167,-156.6225,Honokowai A
20.93778,-156.64667,Honokowai TH 6
20.93361,-156.63167,Honokowai TH 7
20.93722,-156.64389,Honokowai B
20.94194,-156.65556,Honokowai TH 5
20.93972,-156.65194,Honokowai TH 8
20.94417,-156.66639,Honokowai Pump R
20.93972,-156.68917,Kaanapali-Pump D
20.94583,-156.68222,Honokowai Pump F
20.95611,-156.5225,Mendes
20.94889,-156.52,Kanoa 1
20.95333,-156.52444,Kupaa 1
20.94722,-156.51972,Kanoa 2
20.94861,-156.52,Kanoa TH
20.95028,-156.52306,Equestrian
20.95056,-156.52194,Equestrian 2
20.96111,-156.58778,Honokohau Tunnel
20.96083,-156.58611,Honokohau Tunnel
20.95361,-156.64694,Kaanapali P-5
20.94917,-156.65028,Kaanapali P-4
20.95639,-156.6475,Kaanapali P-6
20.94944,-156.65778,Lahaina Deep Monitor
20.95139,-156.64861,Kaanapali P-5A
20.96111,-156.68389,McDonald
20.95028,-156.68806,Honokowai-Kosaka
20.96778,-156.53028,Winn
20.97444,-156.53389,Obyrne
20.97472,-156.54333,Wailena
20.97472,-156.54333,Kahakuloa Ag Sub
20.97389,-156.64306,Napili A
20.97417,-156.63889,Napili B
20.97833,-156.63972,Honokahua A
20.97694,-156.64028,Napili C
20.97667,-156.66111,Alaeloa Shaft
